Unnamed: 0;id;id_src;id_passage;date;text;author;toptopic
19;19;CRSANR5L15S2018O1N245;606712;2018-06-02;Pourquoi, encore une fois, vouloir créer tant de contraintes alors que nous pourrions aussi faire évoluer les choses par le volontariat, par la liberté à laquelle nous aspirons tous ?;M. Gilles Lurton;-
21;21;CRSANR5L15S2018O1N245;721418;2018-06-02;Pour cette intervention sur l’article, je remplace au pied levé mon collègue Jean-Luc Lagleize, qui a beaucoup travaillé en commission sur ce sujet ô combien important.Vous avez raison, monsieur le ministre, comme l’ensemble du Gouvernement, de dire qu’il est absolument indispensable de repenser l’organisation des organismes HLM de notre pays pour les rendre plus puissants.;M. Patrick Mignola;-
22;22;CRSANR5L15S2018O1N245;721418;2018-06-02;Il ne convient pas, en effet, que nous consacrions autant d’argent public à la politique du logement pour des résultats décevants, sinon inexistants, au cours des dernières décennies.Vous prenez une option – je vais le dire en anglais, même dans cet hémicycle – sur le big is beautiful.;M. Patrick Mignola;-
23;23;CRSANR5L15S2018O1N245;721418;2018-06-02;Il faut en effet des organismes plus puissants, plus étendus, reposant sur une plus large assiette financière, pour pouvoir investir, notamment dans l’acquisition en l’état futur d’achèvement, mieux se structurer afin de pouvoir suivre des opérations en qualité de maître d’ouvrage, et pour assumer des économies d’échelle afin de disposer de personnels plus compétents, plus qualifiés et plus nombreux.N’en demeurent pas moins, vous le savez, les nécessités d’entretien du parc social, de maintenance, et surtout d’accompagnement social, d’attributions, de relations avec les maires lorsqu’il s’agit de gérer un parc ancien ou vieillissant ou des populations fragiles.;M. Patrick Mignola;z30
24;24;CRSANR5L15S2018O1N245;721418;2018-06-02;Tout le sens d’une mixité sociale réussie est de faire cohabiter des personnes de différentes origines géographiques, territoriales, de différents milieux, dont les budgets familiaux ne sont pas les mêmes, et c’est la grandeur de la République et de sa politique sociale que de parvenir à les faire mieux vivre ensemble.Or, souvent, sur le terrain, ce travail est celui des élus locaux et des bailleurs sociaux.;M. Patrick Mignola;z67
25;25;CRSANR5L15S2018O1N245;721418;2018-06-02;Car il faut construire, bien sûr, mais aussi gérer au quotidien.;M. Patrick Mignola;-
26;26;CRSANR5L15S2018O1N245;721418;2018-06-02;Cette dimension humaine doit être prise en considération dans la diversité des territoires.Dans un grand nombre de territoires, il est certain – vous l’avez dit avec courage, monsieur le ministre, y compris devant l’Union sociale pour l’habitat, y compris devant des salles agitées – qu’il faut savoir se réunir au lieu de se regarder le nombril et de penser que tout continuera comme avant.;M. Patrick Mignola;z78
27;27;CRSANR5L15S2018O1N245;721418;2018-06-02;Comme dans Le Guépard, il faut que tout change pour que rien ne change, mais il faut surtout que rien ne change : c’était bien la volonté de certains organismes désireux de rester isolés, esseulés.Dans d’autres territoires, en revanche, il n’en va pas de même.;M. Patrick Mignola;-
28;28;CRSANR5L15S2018O1N245;721418;2018-06-02;Monsieur le ministre, vous avez été suffisamment longtemps sur le terrain, dans la région Auvergne, et, au Sénat, l’un des représentants de la diversité des territoires, pour le savoir : « selon que vous serez puissant ou misérable  », selon qu’un territoire est petit ou gros, métropolisé ou non, en montagne ou en plaine, l’action, le jugement, la réussite, l’efficacité des bailleurs sociaux ne peut pas être jugée à la même aune, celle de la taille et elle seule.;M. Patrick Mignola;z05
29;29;CRSANR5L15S2018O1N245;721418;2018-06-02;Nous devons tous en être conscients alors que, dans quelques semaines – c’est déjà dans tous les esprits –, nous entamerons un débat sur la révision constitutionnelle dans lequel la différenciation territoriale pourra être un point de convergence entre nous.;M. Patrick Mignola;-
30;30;CRSANR5L15S2018O1N245;721418;2018-06-02;"Les ultramarins ont pu en bénéficier dans le passé ; les Corses en souhaitent le bénéfice désormais ; et il va de soi que, dans une France qui se métropolise de plus en plus, nous devons savoir prendre en considération la métropolisation, la suburbanité, l’urbanité et la ruralité.Or si la différenciation territoriale doit être reconnue demain dans notre texte fondamental lui-même, il est évident que, au sein de la loi ELAN dont l’ambition est si grande, l’article 25 pourrait la prendre en considération, en laissant à l’appréciation et à la sagacité des préfets, en lien avec les élus locaux, les possibilités de déroger pour s’adapter.S’adapter, ce sera mieux réussir et gagner en efficacité.";M. Patrick Mignola;z05
31;31;CRSANR5L15S2018O1N245;721418;2018-06-02;Je sais, monsieur le ministre, qu’avec vous l’ensemble du Gouvernement, mais aussi de la majorité – et bien au-delà d’elle sur ces bancs –, veulent renouer avec l’efficacité de la dépense publique et avec son rendement social.;M. Patrick Mignola;-
32;32;CRSANR5L15S2018O1N245;721418;2018-06-02;Or c’est en prenant en considération les différences territoriales que nous le pourrons.;M. Patrick Mignola;-
33;33;CRSANR5L15S2018O1N245;721418;2018-06-02;C’est dans cet état d’esprit que le Mouvement démocrate et apparentés s’engage dans ce débat.;M. Patrick Mignola;-
35;35;CRSANR5L15S2018O1N245;642847;2018-06-02;Il faut rappeler pourquoi nous en sommes là : parce que nos opérateurs du logement aidé ont subi une fragilisation financière décrétée lors des réformes de l’automne dernier.Vous n’y êtes pour rien, monsieur le ministre : vous avez été victime de Bercy, de la brutalité de ses mesures.;M. Thibault Bazin;-
36;36;CRSANR5L15S2018O1N245;642847;2018-06-02;Mais comme Bercy a un peu d’ego, on vous a dit : « En plus, c’est cohérent : la baisse de loyer, ce n’est pas 5 euros, c’est beaucoup plus !;M. Thibault Bazin;-
37;37;CRSANR5L15S2018O1N245;642847;2018-06-02;Mais ne vous inquiétez pas, ce sont les bailleurs qui vont payer !;M. Thibault Bazin;-
38;38;CRSANR5L15S2018O1N245;642847;2018-06-02;» Et finalement, les bailleurs vous disent : « À l’aide !;M. Thibault Bazin;z30
39;39;CRSANR5L15S2018O1N245;642847;2018-06-02;» Alors vous cherchez une solution, vous vous tournez vers Bercy, qui vous répond : « Écoutez, le périmètre financier ne va pas changer : trouvez des solutions d’organisation.;M. Thibault Bazin;-
40;40;CRSANR5L15S2018O1N245;642847;2018-06-02;» Mais la question essentielle, qui ne figure pas dans le texte, c’est celle des moyens.On peut faire toutes sortes de suppositions sur les effets négatifs ou positifs de ces regroupements, mais ce problème des moyens, de l’autofinancement des bailleurs, reste décisif.;M. Thibault Bazin;-
41;41;CRSANR5L15S2018O1N245;642847;2018-06-02;Le regroupement à 15 000 suffira-t-il à surmonter le choc ?;M. Thibault Bazin;-
42;42;CRSANR5L15S2018O1N245;642847;2018-06-02;Je pense même qu’à court et à moyen terme vous aurez votre choc d’offre, monsieur le ministre, mais ce sera un choc d’offre nulle.Car que s’est-il passé dans les territoires, notamment au niveau des offices publics de l’habitat ?;M. Thibault Bazin;z30
43;43;CRSANR5L15S2018O1N245;642847;2018-06-02;Les conseils d’administration se sont réunis et ont décrété un gel de leurs investissements.;M. Thibault Bazin;z39
44;44;CRSANR5L15S2018O1N245;642847;2018-06-02;Ce gel ne se voit pas encore, puisque les travaux commandés l’année dernière sont en cours : l’activité du secteur des bâtiments et travaux publics n’en a pas encore subi les effets.;M. Thibault Bazin;z51
45;45;CRSANR5L15S2018O1N245;642847;2018-06-02;Mais dans deux ans, je vous prédis bien des malheurs pour notre BTP.;M. Thibault Bazin;-
46;46;CRSANR5L15S2018O1N245;642847;2018-06-02;"C’est dramatique.Je vais vous faire une concession, monsieur le ministre : vous avez introduit une avancée en commission, en nous assurant que des élus du territoire seront présents dans les sociétés anonymes de coordination ; je la salue.";M. Thibault Bazin;-
47;47;CRSANR5L15S2018O1N245;642847;2018-06-02;Mais rendre le regroupement obligatoire, et appliquer un seuil de 15 000 logements !;M. Thibault Bazin;z30
48;48;CRSANR5L15S2018O1N245;642847;2018-06-02;Un scientifique, l’intelligence artificielle ont-ils prédit que ce seuil magique permettrait de passer le cap de 2017 et de ses mesures brutales ?;M. Thibault Bazin;-
49;49;CRSANR5L15S2018O1N245;642847;2018-06-02;"Nos territoires sont très différents les uns des autres ; vous le savez, vous en êtes convaincu.";M. Thibault Bazin;-
50;50;CRSANR5L15S2018O1N245;642847;2018-06-02;"On a pris certains exemples pour justifier ce seuil ; on peut en prendre d’autres pour le contester.";M. Thibault Bazin;-
51;51;CRSANR5L15S2018O1N245;642847;2018-06-02;Il faut vraiment faire confiance aux territoires, les laisser libres.;M. Thibault Bazin;-
52;52;CRSANR5L15S2018O1N245;642847;2018-06-02;"Vous parliez de libérer ; c’est tout le contraire que vous faites.Surtout, au XXIe siècle, nous avons besoin – cela parlera à tout le monde – de structures agiles.";M. Thibault Bazin;z78
53;53;CRSANR5L15S2018O1N245;642847;2018-06-02;"Ce n’est pas toujours la taille qui garantit la bonne gestion ; on est parfois même capable d’investir beaucoup et d’être efficace dans de petites structures.Au fond, il y a deux questions : celle de la création des logements, puis celle de leur gestion.";M. Thibault Bazin;-
54;54;CRSANR5L15S2018O1N245;642847;2018-06-02;S’agissant de la création, le problème que pose le regroupement, c’est que les opérateurs – et on ne peut pas leur en vouloir – ont tendance à s’intéresser à ce qui est proche de leur centre, au point de leur organisation où le patrimoine est le plus important.;M. Thibault Bazin;z87
55;55;CRSANR5L15S2018O1N245;642847;2018-06-02;C’est d’ailleurs la raison pour laquelle ils ouvrent des boutiques, des filiales quand ils cherchent à développer leur activité et à s’étendre.;M. Thibault Bazin;z51
56;56;CRSANR5L15S2018O1N245;642847;2018-06-02;"Quand on veut faire plus, on cherche à être présent sur une plus grande partie du territoire ; on ne recule pas.";M. Thibault Bazin;-
57;57;CRSANR5L15S2018O1N245;642847;2018-06-02;C’est pourquoi je pense que vous allez dans la mauvaise direction.Concernant la gestion, je ne suis pas sûr que le regroupement apportera des gains énormes.;M. Thibault Bazin;-
58;58;CRSANR5L15S2018O1N245;642847;2018-06-02;Nous allons donc vous proposer de ne pas l’imposer, mais plutôt d’y inciter.;M. Thibault Bazin;-
59;59;CRSANR5L15S2018O1N245;642847;2018-06-02;Pouvons-nous faire confiance aux bailleurs ?;M. Thibault Bazin;-
60;60;CRSANR5L15S2018O1N245;642847;2018-06-02;J’ai envie de vous dire : oui.;M. Thibault Bazin;-
61;61;CRSANR5L15S2018O1N245;642847;2018-06-02;"Si on veut libérer et protéger, il faut leur faire confiance et opter pour un modèle incitatif, adaptable aux territoires ; un modèle efficace et surtout équitable.";M. Thibault Bazin;z38
63;63;CRSANR5L15S2018O1N245;721262;2018-06-02;J’entends un mot qui ne me paraît pas correspondre à la réalité, celui d’« absorption ».;M. Guillaume Vuilletet;-
64;64;CRSANR5L15S2018O1N245;721262;2018-06-02;Évitons d’agiter des épouvantails, car il ne s’agit pas de cela.;M. Guillaume Vuilletet;-
65;65;CRSANR5L15S2018O1N245;721262;2018-06-02;Il y a 861 organismes de logement social en France.;M. Guillaume Vuilletet;z30
66;66;CRSANR5L15S2018O1N245;721262;2018-06-02;La question s’est posée de savoir s’ils sont trop nombreux et si l’on pouvait fixer une taille optimale.;M. Guillaume Vuilletet;-
67;67;CRSANR5L15S2018O1N245;721262;2018-06-02;Certes, le texte prévoit quelques fusions, mais de manière très anecdotique.;M. Guillaume Vuilletet;-
68;68;CRSANR5L15S2018O1N245;721262;2018-06-02;Ce qui est demandé, c’est que les organismes se regroupent de façon à dessiner des synergies et à mutualiser leurs moyens de façon à définir une stratégie cohérente du développement du logement social sur le territoire.Votre argument, monsieur Bazin, peut s’inverser.;M. Guillaume Vuilletet;-
69;69;CRSANR5L15S2018O1N245;721262;2018-06-02;Si l’on veut éviter qu’au sein de chaque structure, de petites boutiques se fassent concurrence, il est préférable qu’il y ait des regroupements – et seulement des regroupements – afin de favoriser, par le biais de la mutualisation, la cohérence de la stratégie.;M. Guillaume Vuilletet;z67
70;70;CRSANR5L15S2018O1N245;721262;2018-06-02;J’étais présent au congrès de l’Union sociale pour l’habitat – l’USH – au mois de septembre, où j’ai croisé M. le ministre.;M. Guillaume Vuilletet;z30
71;71;CRSANR5L15S2018O1N245;721262;2018-06-02;Des annonces fortes ont été faites, prouvant que l’économie du système ne pouvait pas rester en l’état et devait évoluer.C’est justement cette vision tonique des choses qui a permis de mettre en avant la nécessité, partout reconnue, de faire évoluer le monde HLM.;M. Guillaume Vuilletet;z38
72;72;CRSANR5L15S2018O1N245;721262;2018-06-02;J’ai bien entendu certains parler de décalage entre ses représentants nationaux et la base, mais avec tout le respect que je lui dois, je ne peux que sourire en entendant notre collègue Stéphane Peu employer le mot « apparatchiks »;M. Guillaume Vuilletet;-
73;73;CRSANR5L15S2018O1N245;721270;2018-06-02;Des gens qui vivent des HLM sans y avoir jamais vécu !;M. Stéphane Peu;-
74;74;CRSANR5L15S2018O1N245;721824;2018-06-02;Monsieur Peu, vous aurez l’occasion, j’en suis sûr, de vous exprimer !;M. le président;-
75;75;CRSANR5L15S2018O1N245;721262;2018-06-02;À l’instar d’autres fédérations, les réactions de l’USH ont pourtant été parfois suffisamment vives à l’égard du Gouvernement pour que nous lui prêtions crédit lorsqu’elle finit par bâtir un accord avec ce dernier.;M. Guillaume Vuilletet;-
76;76;CRSANR5L15S2018O1N245;721262;2018-06-02;Cela répond en effet à une nécessité.;M. Guillaume Vuilletet;-
77;77;CRSANR5L15S2018O1N245;721262;2018-06-02;L’enjeu, c’est de loger tous les Français sur l’ensemble du territoire.;M. Guillaume Vuilletet;-
78;78;CRSANR5L15S2018O1N245;721262;2018-06-02;Les garanties ont été données concernant l’implantation territoriale de ces structures et la représentation des territoires au sein de leurs organismes dirigeants.;M. Guillaume Vuilletet;z05
79;79;CRSANR5L15S2018O1N245;721262;2018-06-02;Nous sommes face à un défi monumental.;M. Guillaume Vuilletet;-
80;80;CRSANR5L15S2018O1N245;721262;2018-06-02;Ce pays vit une crise dont une grande part est imputable au logement, à sa cherté, à la difficulté qu’ont les gens à vivre en dehors du logement social, en disposant d’un reste à vivre trop faible.;M. Guillaume Vuilletet;z30
81;81;CRSANR5L15S2018O1N245;721262;2018-06-02;L’enjeu est de faire en sorte que l’effort public, avec un argent public rare, soit mieux réparti et plus efficace pour loger tous les Français.;M. Guillaume Vuilletet;z80
82;82;CRSANR5L15S2018O1N245;721210;2018-06-02;Évitons les euphémismes : il n’est pas « demandé » aux organismes de se regrouper, comme le prétend notre collègue.;M. Alexis Corbière;-
83;83;CRSANR5L15S2018O1N245;721210;2018-06-02;Non, la fusion leur est imposée !;M. Alexis Corbière;-
84;84;CRSANR5L15S2018O1N245;721210;2018-06-02;Or, je suis, de manière générale, plutôt contre les mariages forcés.;M. Alexis Corbière;z74
85;85;CRSANR5L15S2018O1N245;721210;2018-06-02;C’est ce point qui fait véritablement débat.Par ailleurs, selon la fondation Abbé Pierre, il n’est pas du tout démontré que les frais de gestion seront réduits par la réforme.;M. Alexis Corbière;z86
86;86;CRSANR5L15S2018O1N245;721210;2018-06-02;C’est même le contraire, car aujourd’hui, les frais de gestion médians sont plus importants dans les gros organismes.;M. Alexis Corbière;z86
87;87;CRSANR5L15S2018O1N245;721210;2018-06-02;Il n’est donc pas du tout sûr que les fusions que vous voulez imposer se traduisent par une baisse des coûts de gestion ou des loyers.;M. Alexis Corbière;z30
88;88;CRSANR5L15S2018O1N245;721210;2018-06-02;En revanche, elles font courir le risque d’une perte de proximité, puisque les nouveaux organismes connaîtront moins bien les problèmes des locataires.Enfin, ne tournons pas autour du pot : il y aura sans doute aussi des compressions de personnel.;M. Alexis Corbière;z37
89;89;CRSANR5L15S2018O1N245;721210;2018-06-02;C’est généralement le projet qui se cache derrière ce que l’on appelle une meilleure efficacité.;M. Alexis Corbière;-
90;90;CRSANR5L15S2018O1N245;721210;2018-06-02;Le locataire ne sera en rien gagnant.;M. Alexis Corbière;z24
91;91;CRSANR5L15S2018O1N245;721210;2018-06-02;Nous présenterons donc des amendements contre l’obligation de fusion qui est proposée.;M. Alexis Corbière;-
93;93;CRSANR5L15S2018O1N245;643127;2018-06-02;Je voudrais réagir aux propos que vient de tenir Thibault Bazin.;M. Bruno Questel;-
94;94;CRSANR5L15S2018O1N245;643127;2018-06-02;Il a prétendu que le dispositif proposé n’était que la conséquence de la fragilisation des bailleurs sociaux, elle-même faisant suite aux décisions prises en septembre dernier.;M. Bruno Questel;z30
96;96;CRSANR5L15S2018O1N245;643127;2018-06-02;Alors qu’il manque près de 2 millions de logements en France, les bailleurs sont-ils prêts à prendre leur part du travail de construction ?;M. Bruno Questel;z30
97;97;CRSANR5L15S2018O1N245;643127;2018-06-02;Sont-ils prêts à participer à cette relance du bâtiment, si attendue et nécessaire ?;M. Bruno Questel;z51
98;98;CRSANR5L15S2018O1N245;643127;2018-06-02;Pendant près de dix ans, j’ai été administrateur d’un organisme HLM départemental regroupant 12 000 logements, tellement exsangue qu’au cours des quatre dernières années, aucun dossier n’a pu aboutir.;M. Bruno Questel;z65
99;99;CRSANR5L15S2018O1N245;643127;2018-06-02;Soit dit en passant, on nous avait demandé de repousser l’âge limite à soixante-dix ans pour  que son président, un conseiller général communiste, puisse rester en fonction Ce débat me rappelle surtout la fusion des syndicats d’eau il y a quelques années, lorsque, pour permettre les travaux de réhabilitation des réseaux d’eaux potable et usées, nous avons été obligés de rationaliser les choses.;M. Bruno Questel;-
100;100;CRSANR5L15S2018O1N245;643127;2018-06-02;Pourtant, dans le cas présent, il ne s’agit pas de fusions, mais de regroupements destinés à rendre les organismes opérationnels sur le terrain.;M. Bruno Questel;z30
101;101;CRSANR5L15S2018O1N245;643127;2018-06-02;Mais surtout, il s’agit de permettre la construction de ces 2 millions de logements tant attendus sur nos territoires.;M. Bruno Questel;z30
103;103;CRSANR5L15S2018O1N245;721270;2018-06-02;Ce matin, le débat prend de l’altitude !;M. Stéphane Peu;-
104;104;CRSANR5L15S2018O1N245;721270;2018-06-02;Pour éviter de commencer la journée, qui s’annonce très longue, en étant désagréable, je ne commenterai pas certains des arguments.;M. Stéphane Peu;-
105;105;CRSANR5L15S2018O1N245;721270;2018-06-02;Restons calmes.Pour ma part, non seulement j’ai présidé pendant longtemps un organisme HLM, mais j’en ai regroupé six en un seul.;M. Stéphane Peu;-
106;106;CRSANR5L15S2018O1N245;721270;2018-06-02;L’idée de favoriser des regroupements ponctuels ne me pose donc aucun problème.;M. Stéphane Peu;-
107;107;CRSANR5L15S2018O1N245;721270;2018-06-02;Mais un principe doit prévaloir : le regroupement ou la fusion doit être le fruit de la volonté des organismes et des élus des villes ou des territoires concernés.;M. Stéphane Peu;z05
108;108;CRSANR5L15S2018O1N245;721270;2018-06-02;On l’a dit, en effet, il n’y a pas de mariage forcé qui fonctionne.Par ailleurs, comme l’a dit M. Mignola, il n’y a pas de règle absolue selon laquelle la taille d’un organisme dit quelque chose de son efficacité.;M. Stéphane Peu;-
109;109;CRSANR5L15S2018O1N245;721270;2018-06-02;Afin de rester courtois, je ne ferai pas la liste des organismes de taille conséquente, parfois très supérieure au seuil de 15 000 logements, qui, en matière de construction et surtout de gestion, sont d’une inefficacité notoire;M. Stéphane Peu;z55
110;110;CRSANR5L15S2018O1N245;721270;2018-06-02;Rappelons en effet qu’un organisme HLM, c’est d’abord un organisme qui gère des logements et qui doit à ses locataires le service le plus irréprochable possible.;M. Stéphane Peu;z30
111;111;CRSANR5L15S2018O1N245;721270;2018-06-02;Je ne vous en dresserai pas la liste, mais il existe des organismes possédant 50 000, voire 100 000 logements, et qui n’ont rien à faire des territoires dans lesquels se trouve leur patrimoine.;M. Stéphane Peu;z30
112;112;CRSANR5L15S2018O1N245;721270;2018-06-02;Ils ont un rapport d’une abstraction totale avec ces territoires parce que, malgré tous les logements qu’ils possèdent, il n’y a pas une ville où ils en comptent plus de 2 000.;M. Stéphane Peu;z05
113;113;CRSANR5L15S2018O1N245;721270;2018-06-02;Si c’est cela que vous voulez, je peux vous dire que les HLM n’ont pas fini de se dégrader et les locataires de souffrir de l’incompétence et de l’éloignement de la gestion.;M. Stéphane Peu;-
114;114;CRSANR5L15S2018O1N245;721270;2018-06-02;Or je crois beaucoup à la proximité.;M. Stéphane Peu;-
115;115;CRSANR5L15S2018O1N245;721270;2018-06-02;D’après mon expérience, et il en est de même, sans doute, pour de nombreux collègues ici présents, plus l’organisme est proche de ses locataires et des élus locaux, et plus grandes sont les exigences qui lui sont imposées.;M. Stéphane Peu;-
116;116;CRSANR5L15S2018O1N245;721270;2018-06-02;La taille, en revanche, ne dit pas forcément quelque chose de la capacité financière d’un organisme.;M. Stéphane Peu;z86
117;117;CRSANR5L15S2018O1N245;721270;2018-06-02;Ce qui permet de mesurer cette capacité, c’est l’équilibre entre le patrimoine amorti et le patrimoine récent, indiqué par le taux d’endettement et les fonds propres disponibles pour la gestion.;M. Stéphane Peu;z86
118;118;CRSANR5L15S2018O1N245;721270;2018-06-02;La taille n’a rien à voir avec cela !;M. Stéphane Peu;-
119;119;CRSANR5L15S2018O1N245;721270;2018-06-02;Que, de temps en temps, il soit nécessaire d’améliorer la cohérence de l’organisation sur un territoire, c’est une évidence, et nous l’avons fait chez nous.;M. Stéphane Peu;-
120;120;CRSANR5L15S2018O1N245;721270;2018-06-02;Mais cela doit être fait volontairement.Comme l’a dit Thibault Bazin, et contrairement à ce qu’avançait Bruno Questel, la pièce comprend plusieurs actes et certains ne sont pas encore joués.;M. Stéphane Peu;-
121;121;CRSANR5L15S2018O1N245;721270;2018-06-02;L’acte I s’est tenu lors de la loi de finances pour 2018, lorsque l’on a affaibli les organismes HLM en décidant de leur prendre plus de 3 milliards d’euros de fonds propres sur trois ans.;M. Stéphane Peu;z15
122;122;CRSANR5L15S2018O1N245;721270;2018-06-02;Ils ont désormais le genou à terre, on peut donc passer à l’acte II et les obliger à se regrouper.;M. Stéphane Peu;-
123;123;CRSANR5L15S2018O1N245;721270;2018-06-02;"Acte III : de regroupements en regroupements, on ira jusqu’à la formation de trois ou quatre grandes holdings pour tout le territoire national ; il n’y aura quasiment plus de locataires dans les conseils d’administration des organismes, et les élus locaux seront mis à distance de leur gouvernance et de leur gestion.";M. Stéphane Peu;z67
124;124;CRSANR5L15S2018O1N245;721270;2018-06-02;Cette pente, vers la banalisation du logement HLM, est dangereuse.Qui peut dire que ce regroupement va participer du choc de l’offre ?;M. Stéphane Peu;z30
125;125;CRSANR5L15S2018O1N245;721270;2018-06-02;Il faudrait, pour cela, que les maires et les territoires soient dans le coup.;M. Stéphane Peu;-
126;126;CRSANR5L15S2018O1N245;721270;2018-06-02;Éloignez-les des organismes HLM, ils pourront d’autant moins agir en faveur de la construction.;M. Stéphane Peu;z30
127;127;CRSANR5L15S2018O1N245;721270;2018-06-02;Qui plus est, il faut des fonds propres et des moyens, alors que vous êtes en train de les assécher.;M. Stéphane Peu;-
128;128;CRSANR5L15S2018O1N245;721270;2018-06-02;"Ce ne sont pas toutes les mesures visant à faire peser sur les générations futures la dette actuelle des organismes HLM via des prêts de haut de bilan qui vont changer quoi que ce soit à cette règle économique fondamentale, selon laquelle quand on vous prend des fonds propres ; vous avez moins d’argent pour construire et réhabiliter.";M. Stéphane Peu;z86
